set,path,label,x_relative_min,y_relative_min,x_relative_max,y_relative_min,x_relative_max,y_relative_max,x_relative_min,y_relative_max
TRAIN,ID_7OYQJABS.jpg,fruit_woodiness,44.5,195.5,289.5,195.5,289.5,380.5,44.5,380.5
TRAIN,ID_7P9MTYVH.jpg,fruit_healthy,125.0,166.5,401.5,166.5,401.5,425.0,125.0,425.0
TRAIN,ID_7Q2AVIGQ.jpg,fruit_woodiness,189.5,8.5,384.5,8.5,384.5,288.0,189.5,288.0
TRAIN,ID_7QEZT2L2.jpg,fruit_woodiness,175.0,155.5,374.0,155.5,374.0,396.5,175.0,396.5
TRAIN,ID_7QL14CMR.jpg,fruit_healthy,69.5,155.0,335.0,155.0,335.0,359.0,69.5,359.0
TRAIN,ID_7QOEL6FG.jpg,fruit_woodiness,14.0,163.0,318.0,163.0,318.0,376.5,14.0,376.5
TRAIN,ID_7R0VF3WT.jpg,fruit_brownspot,173.5,102.5,470.5,102.5,470.5,306.5,173.5,306.5
TRAIN,ID_7R6P9LQZ.jpg,fruit_healthy,0.0,0.0,98.5,0.0,98.5,106.5,0.0,106.5
TRAIN,ID_7R6P9LQZ.jpg,fruit_healthy,186.5,175.0,421.0,175.0,421.0,384.5,186.5,384.5
TRAIN,ID_7SAIMI3X.jpg,fruit_woodiness,66.5,202.0,410.5,202.0,410.5,410.0,66.5,410.0
TRAIN,ID_7SSOOI8K.jpg,fruit_brownspot,108.0,77.5,397.5,77.5,397.5,316.0,108.0,316.0
TRAIN,ID_7STEGP8E.jpg,fruit_woodiness,210.5,54.0,441.0,54.0,441.0,341.0,210.5,341.0
TRAIN,ID_7T3RVT1S.jpg,fruit_woodiness,244.5,188.0,449.5,188.0,449.5,458.5,244.5,458.5
TRAIN,ID_7T3RVT1S.jpg,fruit_woodiness,122.5,164.0,281.5,164.0,281.5,344.0,122.5,344.0
TRAIN,ID_7T7UE4UE.jpg,fruit_brownspot,0.0,216.0,305.5,216.0,305.5,488.0,0.0,488.0
TRAIN,ID_7TG1EI2Y.jpg,fruit_woodiness,142.5,176.5,312.5,176.5,312.5,370.0,142.5,370.0
TRAIN,ID_7TQLHPTQ.jpg,fruit_healthy,83.5,194.0,348.0,194.0,348.0,405.5,83.5,405.5
TRAIN,ID_7TXPJN5U.jpg,fruit_woodiness,110.0,88.5,382.0,88.5,382.0,310.0,110.0,310.0
TRAIN,ID_7UOFSO0A.jpg,fruit_woodiness,0.0,114.5,307.5,114.5,307.5,368.0,0.0,368.0
TRAIN,ID_7UOFSO0A.jpg,fruit_woodiness,385.5,345.0,512.0,345.0,512.0,450.0,385.5,450.0
TRAIN,ID_7UOJX1UV.jpg,fruit_brownspot,217.0,88.5,488.0,88.5,488.0,294.5,217.0,294.5
TRAIN,ID_7V6PRK1A.jpg,fruit_healthy,31.5,158.0,365.0,158.0,365.0,439.5,31.5,439.5
TRAIN,ID_7V83XSWF.jpg,fruit_brownspot,157.5,182.5,299.5,182.5,299.5,371.0,157.5,371.0
TRAIN,ID_7V8VPR7E.jpg,fruit_woodiness,223.5,39.0,473.5,39.0,473.5,373.0,223.5,373.0
TRAIN,ID_7VPC4OGA.jpg,fruit_woodiness,231.0,195.5,342.0,195.5,342.0,351.0,231.0,351.0
TRAIN,ID_7W1989HT.jpg,fruit_brownspot,102.5,48.0,337.5,48.0,337.5,253.5,102.5,253.5
TRAIN,ID_7W2V7DP0.jpg,fruit_healthy,79.0,163.5,366.5,163.5,366.5,393.0,79.0,393.0
TRAIN,ID_7X56MMVL.jpg,fruit_brownspot,347.0,228.0,494.0,228.0,494.0,344.5,347.0,344.5
TRAIN,ID_7X56MMVL.jpg,fruit_brownspot,27.0,36.5,344.5,36.5,344.5,274.0,27.0,274.0
TRAIN,ID_7X6G32XL.jpg,fruit_brownspot,0.0,75.5,266.0,75.5,266.0,324.5,0.0,324.5
TRAIN,ID_7XFO1IKO.jpg,fruit_brownspot,24.0,144.5,429.0,144.5,429.0,465.5,24.0,465.5
TRAIN,ID_7XJVTIUO.jpg,fruit_woodiness,194.0,36.0,406.5,36.0,406.5,308.0,194.0,308.0
TRAIN,ID_7XK45IC0.jpg,fruit_brownspot,36.5,44.0,369.5,44.0,369.5,274.5,36.5,274.5
TRAIN,ID_7XK45IC0.jpg,fruit_brownspot,110.0,339.0,282.5,339.0,282.5,479.5,110.0,479.5
TRAIN,ID_7YFXVYKA.jpg,fruit_healthy,69.0,198.0,331.0,198.0,331.0,411.5,69.0,411.5
TRAIN,ID_7YJZ9LID.jpg,fruit_brownspot,148.5,123.5,512.0,123.5,512.0,386.5,148.5,386.5
TRAIN,ID_7ZH9FPEN.jpg,fruit_healthy,92.5,143.0,382.0,143.0,382.0,398.0,92.5,398.0
TRAIN,ID_7ZL4ON97.jpg,fruit_woodiness,81.5,123.0,291.5,123.0,291.5,283.0,81.5,283.0
TRAIN,ID_7ZP2NHR3.jpg,fruit_woodiness,160.5,86.0,328.5,86.0,328.5,206.0,160.5,206.0
TRAIN,ID_7ZP2NHR3.jpg,fruit_woodiness,183.5,153.5,383.0,153.5,383.0,292.5,183.5,292.5
TRAIN,ID_80GC3O1A.jpg,fruit_healthy,53.5,164.0,324.0,164.0,324.0,381.0,53.5,381.0
TRAIN,ID_80SWV2SR.jpg,fruit_healthy,109.5,206.5,463.5,206.5,463.5,484.0,109.5,484.0
TRAIN,ID_81GWHHEX.jpg,fruit_woodiness,88.0,204.0,343.0,204.0,343.0,387.0,88.0,387.0
TRAIN,ID_81JF4N3B.jpg,fruit_woodiness,188.5,145.0,405.5,145.0,405.5,411.0,188.5,411.0
TRAIN,ID_82EMGHOI.jpg,fruit_brownspot,163.5,74.5,433.5,74.5,433.5,292.0,163.5,292.0
TRAIN,ID_82EMGHOI.jpg,fruit_brownspot,324.0,298.0,512.0,298.0,512.0,450.5,324.0,450.5
TRAIN,ID_83TFXMXH.jpg,fruit_brownspot,88.0,187.0,379.0,187.0,379.0,404.5,88.0,404.5
TRAIN,ID_83W31CLB.jpg,fruit_brownspot,145.0,106.0,496.5,106.0,496.5,402.5,145.0,402.5
TRAIN,ID_84G91HX0.jpg,fruit_healthy,69.0,155.0,361.5,155.0,361.5,386.0,69.0,386.0
TRAIN,ID_84YYBA1Z.jpg,fruit_woodiness,161.5,210.5,331.5,210.5,331.5,333.0,161.5,333.0
TRAIN,ID_84YYBA1Z.jpg,fruit_woodiness,2.0,182.0,173.0,182.0,173.0,298.5,2.0,298.5
TRAIN,ID_85HCQ482.jpg,fruit_brownspot,111.0,149.0,351.0,149.0,351.0,326.0,111.0,326.0
TRAIN,ID_86HTRUV5.jpg,fruit_healthy,126.0,175.0,350.5,175.0,350.5,348.5,126.0,348.5
TRAIN,ID_86XAS9GG.jpg,fruit_healthy,98.5,190.5,373.5,190.5,373.5,408.0,98.5,408.0
TRAIN,ID_875HSWJC.jpg,fruit_brownspot,152.0,84.5,430.5,84.5,430.5,404.0,152.0,404.0
TRAIN,ID_879LVN5R.jpg,fruit_woodiness,182.5,136.5,337.0,136.5,337.0,355.5,182.5,355.5
TRAIN,ID_87KV803Z.jpg,fruit_healthy,130.0,172.0,385.5,172.0,385.5,382.5,130.0,382.5
TRAIN,ID_87Y3YU1N.jpg,fruit_brownspot,94.5,132.0,337.5,132.0,337.5,316.0,94.5,316.0
TRAIN,ID_88EYF84E.jpg,fruit_woodiness,23.5,186.0,276.0,186.0,276.0,354.5,23.5,354.5
TRAIN,ID_89AM89TM.jpg,fruit_healthy,143.5,224.5,335.0,224.5,335.0,380.0,143.5,380.0
TRAIN,ID_89AM89TM.jpg,fruit_healthy,105.5,283.0,192.0,283.0,192.0,379.5,105.5,379.5
TRAIN,ID_89F3ATRC.jpg,fruit_healthy,178.0,143.0,350.5,143.0,350.5,291.0,178.0,291.0
TRAIN,ID_89F3ATRC.jpg,fruit_healthy,319.0,269.0,391.5,269.0,391.5,335.5,319.0,335.5
TRAIN,ID_8AZRYI3M.jpg,fruit_brownspot,188.0,69.5,456.0,69.5,456.0,413.5,188.0,413.5
TRAIN,ID_8B4K19L7.jpg,fruit_brownspot,82.0,154.5,400.0,154.5,400.0,341.5,82.0,341.5
TRAIN,ID_8B4N3FYX.jpg,fruit_healthy,96.0,129.5,392.0,129.5,392.0,382.0,96.0,382.0
TRAIN,ID_8B7HLNW6.jpg,fruit_healthy,53.5,155.0,341.0,155.0,341.0,379.5,53.5,379.5
TRAIN,ID_8B7HLNW6.jpg,fruit_healthy,0.0,179.5,105.5,179.5,105.5,376.0,0.0,376.0
TRAIN,ID_8BJDTNQK.jpg,fruit_brownspot,76.0,188.0,364.0,188.0,364.0,388.0,76.0,388.0
TRAIN,ID_8BZ9I4ZM.jpg,fruit_woodiness,196.0,128.5,410.5,128.5,410.5,413.0,196.0,413.0
TRAIN,ID_8CGE2EXJ.jpg,fruit_woodiness,205.5,238.5,322.0,238.5,322.0,425.0,205.5,425.0
TRAIN,ID_8COR9HT8.jpg,fruit_healthy,122.5,165.0,355.0,165.0,355.0,360.5,122.5,360.5
TRAIN,ID_8CP3AQNF.jpg,fruit_woodiness,152.0,169.0,445.5,169.0,445.5,395.5,152.0,395.5
TRAIN,ID_8DIYG7HQ.jpg,fruit_woodiness,177.0,44.0,437.0,44.0,437.0,356.5,177.0,356.5
TRAIN,ID_8E30BJ9C.jpg,fruit_brownspot,40.5,85.5,350.0,85.5,350.0,348.5,40.5,348.5
TRAIN,ID_8E6DVDDV.jpg,fruit_woodiness,86.5,135.5,349.5,135.5,349.5,347.0,86.5,347.0
TRAIN,ID_8EDFRK97.jpg,fruit_brownspot,112.5,122.5,387.0,122.5,387.0,312.0,112.5,312.0
TRAIN,ID_8EO4PPM9.jpg,fruit_brownspot,41.5,97.5,395.0,97.5,395.0,380.5,41.5,380.5
TRAIN,ID_8ETNK8RC.jpg,fruit_healthy,323.0,340.0,416.0,340.0,416.0,423.5,323.0,423.5
TRAIN,ID_8ETNK8RC.jpg,fruit_healthy,109.5,199.0,358.0,199.0,358.0,405.5,109.5,405.5
TRAIN,ID_8ETNK8RC.jpg,fruit_healthy,409.0,342.0,487.5,342.0,487.5,409.0,409.0,409.0
TRAIN,ID_8EV7CPYH.jpg,fruit_healthy,272.0,193.0,367.5,193.0,367.5,342.0,272.0,342.0
TRAIN,ID_8EV7CPYH.jpg,fruit_healthy,102.0,175.0,327.5,175.0,327.5,363.0,102.0,363.0
TRAIN,ID_8G2EUO58.jpg,fruit_healthy,171.0,231.5,362.0,231.5,362.0,379.5,171.0,379.5
TRAIN,ID_8G2EUO58.jpg,fruit_healthy,406.5,282.0,512.0,282.0,512.0,420.5,406.5,420.5
TRAIN,ID_8G3NRHAU.jpg,fruit_woodiness,112.0,210.0,375.0,210.0,375.0,412.0,112.0,412.0
TRAIN,ID_8GDO95VZ.jpg,fruit_healthy,92.0,176.0,351.5,176.0,351.5,405.0,92.0,405.0
TRAIN,ID_8GH4Y5AI.jpg,fruit_healthy,149.0,195.0,354.0,195.0,354.0,362.5,149.0,362.5
TRAIN,ID_8GIWVE2C.jpg,fruit_woodiness,36.5,123.0,433.5,123.0,433.5,413.0,36.5,413.0
TRAIN,ID_8H9DUEDO.jpg,fruit_healthy,469.5,185.5,512.0,185.5,512.0,309.5,469.5,309.5
TRAIN,ID_8H9DUEDO.jpg,fruit_healthy,130.0,170.0,358.0,170.0,358.0,365.5,130.0,365.5
TRAIN,ID_8H9SHPV0.jpg,fruit_brownspot,5.0,3.0,351.5,3.0,351.5,299.0,5.0,299.0
TRAIN,ID_8HBETZM9.jpg,fruit_healthy,59.0,162.0,342.0,162.0,342.0,398.0,59.0,398.0
TRAIN,ID_8HOYI4VK.jpg,fruit_healthy,404.0,338.5,512.0,338.5,512.0,512.0,404.0,512.0
TRAIN,ID_8HOYI4VK.jpg,fruit_healthy,102.5,223.5,308.0,223.5,308.0,405.0,102.5,405.0
TRAIN,ID_8IFOZM1V.jpg,fruit_woodiness,129.0,232.5,349.5,232.5,349.5,410.0,129.0,410.0
TRAIN,ID_8IWYEHVQ.jpg,fruit_woodiness,14.0,251.5,281.5,251.5,281.5,456.5,14.0,456.5
TRAIN,ID_8JELQJTB.jpg,fruit_brownspot,177.5,208.5,427.5,208.5,427.5,436.5,177.5,436.5
TRAIN,ID_8L0TX8HQ.jpg,fruit_healthy,433.0,107.0,512.0,107.0,512.0,331.5,433.0,331.5
TRAIN,ID_8L0TX8HQ.jpg,fruit_healthy,45.0,144.5,326.5,144.5,326.5,370.0,45.0,370.0
TRAIN,ID_8L0TX8HQ.jpg,fruit_healthy,67.0,0.0,178.5,0.0,178.5,41.0,67.0,41.0
TRAIN,ID_8L4DH5UQ.jpg,fruit_healthy,103.0,100.5,407.5,100.5,407.5,346.0,103.0,346.0
TRAIN,ID_8LOOS69C.jpg,fruit_brownspot,96.0,228.0,405.5,228.0,405.5,486.5,96.0,486.5
TRAIN,ID_8LOZRO5F.jpg,fruit_healthy,122.5,195.0,351.5,195.0,351.5,383.5,122.5,383.5
TRAIN,ID_8NUUR8I3.jpg,fruit_woodiness,281.0,27.5,512.0,27.5,512.0,327.0,281.0,327.0
TRAIN,ID_8O11NP4A.jpg,fruit_healthy,303.5,201.5,378.5,201.5,378.5,273.0,303.5,273.0
TRAIN,ID_8O11NP4A.jpg,fruit_healthy,132.5,216.0,358.0,216.0,358.0,396.5,132.5,396.5
TRAIN,ID_8OFVKUAF.jpg,fruit_woodiness,170.0,160.0,368.5,160.0,368.5,388.0,170.0,388.0
TRAIN,ID_8ORN0O9Z.jpg,fruit_brownspot,20.5,207.5,314.0,207.5,314.0,406.0,20.5,406.0
TRAIN,ID_8P1798EF.jpg,fruit_healthy,86.0,193.0,344.5,193.0,344.5,400.5,86.0,400.5
TRAIN,ID_8PE0LHI3.jpg,fruit_brownspot,113.5,231.0,401.0,231.0,401.0,464.5,113.5,464.5
TRAIN,ID_8PNM9H5Q.jpg,fruit_brownspot,69.5,114.5,309.5,114.5,309.5,294.5,69.5,294.5
TRAIN,ID_8Q6SL3X4.jpg,fruit_brownspot,21.0,92.0,393.5,92.0,393.5,410.0,21.0,410.0
TRAIN,ID_8Q7UA593.jpg,fruit_woodiness,131.0,255.5,303.5,255.5,303.5,383.5,131.0,383.5
TRAIN,ID_8SUD7LHG.jpg,fruit_brownspot,173.0,156.0,512.0,156.0,512.0,377.0,173.0,377.0
TRAIN,ID_8SV12B7U.jpg,fruit_woodiness,209.5,152.5,366.5,152.5,366.5,350.0,209.5,350.0
TRAIN,ID_8SV4ZJLC.jpg,fruit_brownspot,130.5,24.0,320.0,24.0,320.0,269.5,130.5,269.5
TRAIN,ID_8T0TPAFL.jpg,fruit_brownspot,83.0,121.0,312.5,121.0,312.5,288.5,83.0,288.5
TRAIN,ID_8T1LN7M4.jpg,fruit_brownspot,71.5,141.5,381.0,141.5,381.0,404.5,71.5,404.5
TRAIN,ID_8TCOMPRQ.jpg,fruit_woodiness,401.0,309.0,512.0,309.0,512.0,449.0,401.0,449.0
TRAIN,ID_8TCOMPRQ.jpg,fruit_woodiness,156.0,262.0,288.5,262.0,288.5,432.0,156.0,432.0
TRAIN,ID_8U7V8W5Y.jpg,fruit_brownspot,447.5,46.5,512.0,46.5,512.0,192.0,447.5,192.0
TRAIN,ID_8U7V8W5Y.jpg,fruit_brownspot,91.5,123.5,255.5,123.5,255.5,342.0,91.5,342.0
TRAIN,ID_8U7V8W5Y.jpg,fruit_brownspot,119.0,297.0,202.0,297.0,202.0,381.5,119.0,381.5
TRAIN,ID_8V8MPPY7.jpg,fruit_woodiness,203.5,233.5,369.5,233.5,369.5,461.5,203.5,461.5
TRAIN,ID_8V8MPPY7.jpg,fruit_woodiness,204.5,233.5,370.5,233.5,370.5,461.5,204.5,461.5
TRAIN,ID_8W2OKDYB.jpg,fruit_healthy,137.0,157.5,385.5,157.5,385.5,362.5,137.0,362.5
TRAIN,ID_8W2OKDYB.jpg,fruit_healthy,0.0,84.0,124.0,84.0,124.0,178.5,0.0,178.5
TRAIN,ID_8WYQJU42.jpg,fruit_woodiness,260.0,180.0,391.5,180.0,391.5,348.0,260.0,348.0
TRAIN,ID_8WYVS9HR.jpg,fruit_woodiness,183.5,211.5,408.5,211.5,408.5,410.0,183.5,410.0
TRAIN,ID_8XAHA8GC.jpg,fruit_healthy,142.0,131.0,373.5,131.0,373.5,335.0,142.0,335.0
TRAIN,ID_8XDDDHT4.jpg,fruit_healthy,0.0,270.5,75.5,270.5,75.5,416.5,0.0,416.5
TRAIN,ID_8XDDDHT4.jpg,fruit_healthy,30.0,181.0,342.0,181.0,342.0,430.5,30.0,430.5
TRAIN,ID_8XMS1U5K.jpg,fruit_woodiness,139.5,179.0,327.5,179.0,327.5,435.5,139.5,435.5
TRAIN,ID_8Y4OTRHQ.jpg,fruit_healthy,87.5,161.5,360.0,161.5,360.0,394.0,87.5,394.0
TRAIN,ID_8Y4OTRHQ.jpg,fruit_healthy,280.0,47.0,347.0,47.0,347.0,108.0,280.0,108.0
TRAIN,ID_8Y4OTRHQ.jpg,fruit_healthy,1.0,0.0,100.5,0.0,100.5,96.0,1.0,96.0
TRAIN,ID_8YMRXXUJ.jpg,fruit_woodiness,290.5,140.0,411.5,140.0,411.5,324.0,290.5,324.0
TRAIN,ID_8YMRXXUJ.jpg,fruit_woodiness,197.0,263.0,350.5,263.0,350.5,474.0,197.0,474.0
TRAIN,ID_8YMRXXUJ.jpg,fruit_woodiness,167.5,146.0,288.5,146.0,288.5,309.0,167.5,309.0
TRAIN,ID_8YXCTWT1.jpg,fruit_healthy,67.0,194.0,315.0,194.0,315.0,390.0,67.0,390.0
TRAIN,ID_8YY1OE1J.jpg,fruit_brownspot,61.0,102.0,365.5,102.0,365.5,353.0,61.0,353.0
TRAIN,ID_913CI17K.jpg,fruit_brownspot,189.0,173.5,374.0,173.5,374.0,333.0,189.0,333.0
TRAIN,ID_926W7DBB.jpg,fruit_brownspot,78.5,88.5,477.5,88.5,477.5,342.0,78.5,342.0
TRAIN,ID_92BOFPGT.jpg,fruit_woodiness,118.0,93.5,326.5,93.5,326.5,390.0,118.0,390.0
TRAIN,ID_92IZD262.jpg,fruit_woodiness,226.5,147.0,378.0,147.0,378.0,353.0,226.5,353.0
TRAIN,ID_92RI9E3K.jpg,fruit_woodiness,210.0,42.0,399.0,42.0,399.0,287.0,210.0,287.0
TRAIN,ID_94CGJ3BX.jpg,fruit_brownspot,97.0,180.0,338.5,180.0,338.5,375.0,97.0,375.0
TRAIN,ID_94RGAVWI.jpg,fruit_brownspot,92.0,225.5,390.5,225.5,390.5,486.5,92.0,486.5
TRAIN,ID_94VSTABK.jpg,fruit_woodiness,121.5,151.5,394.0,151.5,394.0,357.5,121.5,357.5
TRAIN,ID_95E61G06.jpg,fruit_woodiness,192.0,214.5,382.0,214.5,382.0,477.5,192.0,477.5
TRAIN,ID_96APY1RM.jpg,fruit_woodiness,201.5,129.5,383.0,129.5,383.0,372.0,201.5,372.0
TRAIN,ID_96PX3C3A.jpg,fruit_brownspot,64.5,107.0,440.5,107.0,440.5,358.0,64.5,358.0
TRAIN,ID_97DNQESV.jpg,fruit_brownspot,14.5,88.5,15.0,88.5,15.0,92.0,14.5,92.0
TRAIN,ID_97DNQESV.jpg,fruit_brownspot,229.0,166.5,378.0,166.5,378.0,269.0,229.0,269.0
TRAIN,ID_97DNQESV.jpg,fruit_brownspot,13.5,86.0,246.0,86.0,246.0,257.0,13.5,257.0
TRAIN,ID_97DNQESV.jpg,fruit_brownspot,172.5,246.5,335.0,246.5,335.0,376.0,172.5,376.0
TRAIN,ID_98M71G8N.jpg,fruit_woodiness,154.0,188.0,352.5,188.0,352.5,457.5,154.0,457.5
TRAIN,ID_98WOK011.jpg,fruit_woodiness,81.5,384.0,341.0,384.0,341.0,512.0,81.5,512.0
TRAIN,ID_98WOK011.jpg,fruit_woodiness,86.5,121.0,441.0,121.0,441.0,407.0,86.5,407.0
TRAIN,ID_994MG99S.jpg,fruit_healthy,135.0,172.5,336.0,172.5,336.0,326.5,135.0,326.5
TRAIN,ID_99CZHKF4.jpg,fruit_brownspot,197.0,279.5,404.5,279.5,404.5,437.5,197.0,437.5
TRAIN,ID_99CZHKF4.jpg,fruit_brownspot,43.5,65.0,324.0,65.0,324.0,280.5,43.5,280.5
TRAIN,ID_99GUE51H.jpg,fruit_woodiness,145.5,193.5,358.0,193.5,358.0,311.0,145.5,311.0
TRAIN,ID_9A13VXFO.jpg,fruit_woodiness,154.0,96.5,330.5,96.5,330.5,335.5,154.0,335.5
TRAIN,ID_9AND5A0R.jpg,fruit_woodiness,88.0,5.0,284.5,5.0,284.5,130.5,88.0,130.5
TRAIN,ID_9AND5A0R.jpg,fruit_woodiness,199.5,126.0,503.0,126.0,503.0,367.0,199.5,367.0
TRAIN,ID_9BUPGYAE.jpg,fruit_brownspot,96.0,138.5,321.5,138.5,321.5,401.5,96.0,401.5
TRAIN,ID_9C3AXROQ.jpg,fruit_healthy,98.5,155.0,375.0,155.0,375.0,389.5,98.5,389.5
TRAIN,ID_9CSJPFW1.jpg,fruit_healthy,83.5,168.5,428.5,168.5,428.5,439.0,83.5,439.0
TRAIN,ID_9CSJPFW1.jpg,fruit_healthy,1.0,1.5,334.0,1.5,334.0,143.0,1.0,143.0
TRAIN,ID_9DIFK5YV.jpg,fruit_woodiness,193.0,183.0,390.5,183.0,390.5,458.5,193.0,458.5
TRAIN,ID_9DNC2KBB.jpg,fruit_woodiness,52.0,194.5,302.5,194.5,302.5,381.5,52.0,381.5
TRAIN,ID_9EBGL623.jpg,fruit_woodiness,57.5,125.0,384.5,125.0,384.5,378.5,57.5,378.5
TRAIN,ID_9EDJOYLS.jpg,fruit_brownspot,177.5,131.5,391.5,131.5,391.5,306.0,177.5,306.0
TRAIN,ID_9EFWD74C.jpg,fruit_healthy,105.5,128.0,395.0,128.0,395.0,374.0,105.5,374.0
TRAIN,ID_9ETH6XP6.jpg,fruit_brownspot,123.0,95.5,381.0,95.5,381.0,298.0,123.0,298.0
TRAIN,ID_9F6F6XFS.jpg,fruit_healthy,108.0,190.5,344.5,190.5,344.5,386.0,108.0,386.0
TRAIN,ID_9F6S867L.jpg,fruit_brownspot,137.5,116.0,410.5,116.0,410.5,316.0,137.5,316.0
TRAIN,ID_9F8ZJ2Q2.jpg,fruit_healthy,60.5,140.0,357.0,140.0,357.0,384.0,60.5,384.0
TRAIN,ID_9F8ZJ2Q2.jpg,fruit_healthy,261.0,244.0,440.0,244.0,440.0,398.5,261.0,398.5
TRAIN,ID_9FDD61VE.jpg,fruit_healthy,166.5,141.0,425.0,141.0,425.0,362.5,166.5,362.5
TRAIN,ID_9FLOTHSS.jpg,fruit_woodiness,103.5,172.5,281.0,172.5,281.0,323.0,103.5,323.0
TRAIN,ID_9GE7GYPN.jpg,fruit_healthy,337.5,43.5,433.0,43.5,433.0,128.5,337.5,128.5
TRAIN,ID_9GE7GYPN.jpg,fruit_healthy,0.0,0.0,194.0,0.0,194.0,101.0,0.0,101.0
TRAIN,ID_9GE7GYPN.jpg,fruit_healthy,103.0,164.0,345.5,164.0,345.5,366.5,103.0,366.5
TRAIN,ID_9H3JZMBO.jpg,fruit_brownspot,38.5,106.0,353.5,106.0,353.5,318.0,38.5,318.0
TRAIN,ID_9H6FNIT7.jpg,fruit_healthy,61.0,131.0,376.0,131.0,376.0,410.0,61.0,410.0
TRAIN,ID_9HPDQGE4.jpg,fruit_brownspot,0.0,106.0,255.5,106.0,255.5,353.5,0.0,353.5
TRAIN,ID_9HPDQGE4.jpg,fruit_brownspot,160.0,359.5,333.5,359.5,333.5,502.5,160.0,502.5
TRAIN,ID_9HSD4EU9.jpg,fruit_healthy,399.5,242.5,512.0,242.5,512.0,354.5,399.5,354.5
TRAIN,ID_9HSD4EU9.jpg,fruit_healthy,141.0,143.0,439.0,143.0,439.0,370.0,141.0,370.0
TRAIN,ID_9IASRNRM.jpg,fruit_brownspot,150.5,117.5,422.5,117.5,422.5,461.5,150.5,461.5
TRAIN,ID_9IGTF1B5.jpg,fruit_brownspot,0.0,118.5,162.0,118.5,162.0,305.5,0.0,305.5
TRAIN,ID_9JNXXBZH.jpg,fruit_woodiness,15.0,104.0,255.0,104.0,255.0,300.5,15.0,300.5
TRAIN,ID_9KKZBQIZ.jpg,fruit_brownspot,229.0,44.0,420.0,44.0,420.0,312.0,229.0,312.0
TRAIN,ID_9KQIKGS4.jpg,fruit_healthy,137.0,203.5,344.5,203.5,344.5,378.5,137.0,378.5
TRAIN,ID_9KQIKGS4.jpg,fruit_healthy,444.0,294.5,512.0,294.5,512.0,454.0,444.0,454.0
TRAIN,ID_9LN5DRYT.jpg,fruit_brownspot,125.0,152.5,311.5,152.5,311.5,401.5,125.0,401.5
TRAIN,ID_9LVRB9F0.jpg,fruit_healthy,0.0,454.0,98.5,454.0,98.5,512.0,0.0,512.0
TRAIN,ID_9LVRB9F0.jpg,fruit_healthy,104.5,172.0,346.0,172.0,346.0,362.5,104.5,362.5
TRAIN,ID_9LWJXP1K.jpg,fruit_brownspot,163.5,168.5,375.5,168.5,375.5,324.5,163.5,324.5
TRAIN,ID_9M950MML.jpg,fruit_healthy,47.0,138.0,366.5,138.0,366.5,402.5,47.0,402.5
TRAIN,ID_9MP1WCPR.jpg,fruit_woodiness,237.0,205.0,377.0,205.0,377.0,386.0,237.0,386.0
TRAIN,ID_9MWL787X.jpg,fruit_brownspot,187.0,145.5,377.5,145.5,377.5,394.5,187.0,394.5
TRAIN,ID_9N443I0J.jpg,fruit_healthy,41.5,79.0,375.0,79.0,375.0,348.0,41.5,348.0
TRAIN,ID_9NLWENBZ.jpg,fruit_woodiness,118.5,175.5,489.5,175.5,489.5,442.5,118.5,442.5
TRAIN,ID_9NLWENBZ.jpg,fruit_woodiness,465.0,343.0,512.0,343.0,512.0,512.0,465.0,512.0
TRAIN,ID_9O6YH9FX.jpg,fruit_brownspot,181.0,142.0,474.0,142.0,474.0,364.0,181.0,364.0
TRAIN,ID_9OQ4QM6L.jpg,fruit_woodiness,58.5,185.0,338.0,185.0,338.0,404.5,58.5,404.5
TRAIN,ID_9OQ4QM6L.jpg,fruit_woodiness,110.0,108.5,201.5,108.5,201.5,192.5,110.0,192.5
TRAIN,ID_9P7NVX7V.jpg,fruit_healthy,11.0,217.0,276.5,217.0,276.5,405.0,11.0,405.0
TRAIN,ID_9PJ8DNW0.jpg,fruit_healthy,159.5,28.0,465.0,28.0,465.0,283.5,159.5,283.5
TRAIN,ID_9PMCHGG4.jpg,fruit_brownspot,105.5,40.5,436.0,40.5,436.0,307.0,105.5,307.0
TRAIN,ID_9PPIPS67.jpg,fruit_brownspot,7.5,32.5,369.5,32.5,369.5,321.0,7.5,321.0
TRAIN,ID_9PR52UAA.jpg,fruit_woodiness,179.5,215.5,425.5,215.5,425.5,399.5,179.5,399.5
TRAIN,ID_9Q6MDMHE.jpg,fruit_healthy,27.0,43.0,371.0,43.0,371.0,329.0,27.0,329.0
TRAIN,ID_9Q6MDMHE.jpg,fruit_healthy,313.0,194.0,512.0,194.0,512.0,430.0,313.0,430.0
TRAIN,ID_9QG28TDU.jpg,fruit_woodiness,152.0,175.5,388.5,175.5,388.5,353.0,152.0,353.0
TRAIN,ID_9QLOTAK2.jpg,fruit_woodiness,195.0,149.5,410.5,149.5,410.5,429.0,195.0,429.0
TRAIN,ID_9R1HJ4RJ.jpg,fruit_brownspot,160.0,104.5,379.0,104.5,379.0,379.5,160.0,379.5
TRAIN,ID_9R6FO43W.jpg,fruit_woodiness,161.5,152.5,416.0,152.5,416.0,347.0,161.5,347.0
TRAIN,ID_9RFV8FCN.jpg,fruit_woodiness,234.0,156.5,420.0,156.5,420.0,414.5,234.0,414.5
